,unit_type,My rank is: Response,Rank,Year,A grievance/complaint against my unit chain-of-command will be handled in a fair and timely manner by my chain-of-command,Airmen in my unit consider the environmental impact of their actions,"During my performance feedback session, my supervisor provided me with feedback that enabled me to improve my performance prior to my annual performance review",I am allocated the correct amount of training hours each month to operate safely,I am encouraged to be innovative even if that means I might make a mistake,"I am informed of critical information (e.g. work schedules, policies, uniform of the day, etc.) in a reasonable amount of time",I feel I am a valued member of my unit,I feel adequately prepared to deploy and execute my assigned AEF duties,I have been adequately trained for the job I am expected to do,"I have easy and timely access to the written guidance I need to do my job (e.g., AFIs, MAJCOM Supplements, TOs, Self-Assessment Communicators, etc)",I have enough time to accomplish my daily workload during my normal duty hours,"I have the equipment (tools, spare parts, information technology, safety gear, etc.) I need to do my job the right way",I have the opportunity to develop other professional skills,I have the opportunity to develop/improve my AFSC/Special Duty Identifier-related skills,"I trust my leadership chain, from my supervisor to my Wing Commander (or FOA/DRU Commander)",I would be able to complete my assigned tasks if my work center lost communications capability,Individuals in my unit are comfortable approaching supervisors about personal problems,Members of my unit take good care of the equipment they use,My commander is concerned about my personal welfare,My deployment schedule is predictable enough for me to plan and participate in off-duty activities,My duty schedule is predictable enough for me to plan and participate in off-duty activities,My job is designed so I know when I have performed well,My leadership gets the right information about problems in my unit so he/she can fix them,"My position/job description (for both military and civilians) is current and accurately describes my daily functions, tasks and responsibilities",My supervisor corrects poor performance in my work group,My supervisor is concerned with my professional development,My unit accurately accounts for our equipment,My unit challenges inefficient ways of doing business,My unit closely monitors and tracks job qualifications,My unit has a sufficient number of experienced personnel to accomplish our primary mission,My unit has a sufficient number of personnel to accomplish our primary mission,My unit has an effective long-range scheduling process,My unit has processes in place to identify and share lessons learned,My unit has the sufficient funding to accomplish all of our missions,My unit is serious about preventing sexual assault and sexual harassment,My unit leadership chain applies disciplinary standards in a fair and consistent manner,My unit leadership chain consistently reinforces the USAF Core Values and their application to daily operations,My unit provides me sufficient time during working hours to participate in a physical fitness program,My unit spends end-of-year fallout money wisely,My unit takes suicide prevention seriously,My units communication processes prevent wasted effort and/or resources,My units communication system and information flow are effective up and down the chain of command,My units daily activities improve our ability to execute our most demanding mission,My units leaders reward individual performance fairly,My units strategic plan improves unit performance,My units strategic plan translates to what I do on a daily basis,My work center is adequately prepared to execute required operations during the most likely local contingencies,My work facilities enable effective mission accomplishment,Y,Performing my primary AFSC duties is NOT significantly impacted by additional duties,Performing my primary AFSC duties is NOT significantly impacted by ancillary training,Personnel in my unit do not feel pressured to cut corners to accomplish the mission,"Personnel in my unit have the time to become proficient in, then master, their primary AFSC duties","Personnel in my work section treat me with dignity, trust and respect",Standards in my unit are enforced,Teamwork at all levels is prevalent throughout my unit,The actions and decisions of my supervisor indicate he/she values my time,The mentoring I have received in this unit has been helpful in my development,"The performance evaluations (EPR, OPR, civilian performance appraisal) Ive received from my current unit have been fair","The policies and decisions of my AFSC community (e.g., HAF or MAJCOM CE, Comm, SF, Personnel, Ops, etc.) indicate my time is valued",The policies and decisions of other AFSC communities indicate my time is valued,The tasks I perform at work provide me with a sense of accomplishment,The written guidance I use helps me prioritize my work,location,wing,nma_category,Leadership,Strategic Plan,Impact of Additional Duties,Equipment,Duty Schedule,Supervisor,Adequate Training,Sufficient Personnel,Sexual Harrassment / Suicide,clusters
5897,NC3,E4-E6,2,2017,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,0,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,8,1,1,1,1,2,1,1,1,1,2,1,1,1,1,SAAG,502FD,DCA,13.86631147119438,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,2.6440722895113433,2.954951896179664,0
5898,NC3,E1-E3,1,2017,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,0,0,2,1,1,1,0,0,1,1,1,2,0,0,-1,-1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2,6,0,0,0,0,1,1,1,1,1,1,1,1,1,2,SAAG,502FD,DCA,7.139945855076286,0.0,0.0,1.7276315059667011,0.5745763418043199,1.6781683741306237,-0.5617585398811763,-1.3220361447556717,1.477475948089832,2
5899,Maintenance,E7-E9,3,2017,0,1,-1,-1,1,1,1,2,1,2,-1,1,1,1,1,1,1,-1,1,2,1,1,0,1,1,1,1,0,1,0,1,0,1,0,2,2,1,1,1,2,0,1,-1,1,1,-1,1,1,7,-1,1,0,-1,1,2,1,1,1,1,1,1,-1,1,SAAG,502FD,DCA,9.212150387676804,-0.0042535408031673105,-0.021812607647241578,0.3974755146729656,0.5745763418043199,0.661065084073765,0.5617585398811763,0.6900242083357915,2.954951896179664,0
5900,Operator,E7-E9,3,2017,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,2,-1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,2,1,1,-1,1,-1,-1,-1,1,0,0,1,1,5,-2,-1,1,1,1,1,-1,1,-1,1,-1,-1,-2,-1,SAAG,502FD,DCA,4.210101926089754,0.0,-1.9973946475649722,1.116074006514614,0.5745763418043199,1.6781683741306237,-0.5617585398811763,0.058012271915911184,1.477475948089832,2
5901,NC3,E4-E6,2,2017,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,0,2,2,2,1,1,1,2,2,1,1,1,1,-1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,8,1,1,0,1,2,1,2,1,1,2,2,2,2,1,SAAG,502FD,DCA,13.923342825541448,1.3396559625814328,1.3243255624942343,2.232148013029228,0.5745763418043199,1.6781683741306237,0.5617585398811763,0.058012271915911184,2.954951896179664,3
5902,Operator,O1-O3,4,2017,1,1,0,1,1,1,1,1,1,2,-1,-1,1,1,2,-2,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,1,1,9,1,1,1,1,2,1,1,1,1,0,1,1,1,1,SAAG,502FD,DCA,11.38512036812456,0.0,1.3243255624942343,1.6205905135771403,1.1491526836086399,1.7596414985349838,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
5903,Safety,E4-E6,2,2017,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,2,1,1,2,1,1,1,-1,1,1,1,1,SAAG,502FD,DCA,10.209765089128318,1.3396559625814328,1.3243255624942343,1.7276315059667011,0.5745763418043199,1.6781683741306237,1.1235170797623526,1.954048081175552,2.954951896179664,3
5904,NC3,E4-E6,2,2017,1,-2,0,1,1,1,1,-2,-1,1,1,2,1,-1,1,-2,1,1,2,1,2,1,1,1,-1,1,-1,1,-1,-2,-1,0,-2,-2,2,2,1,2,1,2,1,1,1,-1,0,0,-1,1,6,1,1,2,-2,2,1,1,1,-2,-2,1,1,-2,1,SAAG,502FD,DCA,8.544753409377162,0.0,1.3243255624942343,1.116074006514614,1.1491526836086399,1.1696167291021944,-0.5617585398811763,-1.954048081175552,2.954951896179664,4
5905,Operator,O4-O6,5,2017,2,1,0,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,-2,-2,-1,1,1,2,2,2,2,2,2,-1,1,1,1,-1,1,2,1,9,-2,1,1,-1,2,2,1,1,1,1,1,-1,1,1,SAAG,502FD,DCA,12.310028078425127,0.0042535408031673105,-0.6948816927179795,1.7276315059667011,0.5745763418043199,1.7596414985349838,-0.5617585398811763,-2.6440722895113433,2.954951896179664,4
5906,Operator,E7-E9,3,2017,1,1,0,1,2,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-2,-2,0,1,0,2,0,1,1,0,2,0,1,0,1,0,0,2,-1,7,1,1,1,1,1,1,0,1,0,0,1,1,1,-1,SAAG,502FD,DCA,7.78560708351566,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.1696167291021944,0.5617585398811763,-2.6440722895113433,2.954951896179664,0
5907,Maintenance,O4-O6,5,2017,2,1,2,1,2,2,2,2,1,1,-1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,9,2,1,2,2,2,2,2,1,2,2,1,1,2,1,SAAG,502FD,DCA,18.693114639654866,1.3396559625814328,1.9973946475649722,1.116074006514614,0.5745763418043199,2.776744788591843,0.5617585398811763,2.6440722895113433,2.954951896179664,0
5908,Operator,E1-E3,1,2017,-1,-1,1,2,-1,1,1,-1,1,2,2,1,-1,1,1,-1,-1,-1,-1,-2,2,1,-1,2,1,2,1,1,0,-2,-2,1,1,1,1,0,-1,1,0,1,1,2,1,-2,0,0,1,1,6,1,1,1,2,1,1,2,2,1,2,2,-1,1,1,SAAG,502FD,DCA,0.9356975860542807,0.0,1.3243255624942343,0.3974755146729656,1.1491526836086399,2.847785103232818,0.5617585398811763,-2.6440722895113433,1.477475948089832,0
5909,Operator,O4-O6,5,2017,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,2.1867200191590532,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5910,Operator,E4-E6,2,2017,2,2,2,2,2,2,2,2,2,2,2,-1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,-2,2,2,-1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,7,-1,-1,1,2,2,2,2,2,2,2,2,2,2,1,SAAG,502FD,DCA,18.65699188376408,1.3396559625814328,-1.3243255624942343,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,-0.7480364802517027,2.954951896179664,3
5911,NC3,E7-E9,3,2017,2,1,1,1,2,1,2,1,1,1,1,-1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,-1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,7,1,1,1,1,2,1,2,1,1,0,2,1,2,1,SAAG,502FD,DCA,15.892270682948823,1.3396559625814328,1.3243255624942343,1.7276315059667011,0.5745763418043199,2.2681931435634133,0.5617585398811763,0.058012271915911184,2.954951896179664,3
5912,Operator,E4-E6,2,2017,0,1,0,1,2,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,2,2,-1,0,1,1,1,0,0,1,0,-1,0,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,1,7,1,-1,0,-1,1,1,0,-1,1,1,1,1,2,1,SAAG,502FD,DCA,6.461881114575801,0.0,0.021812607647241578,1.116074006514614,1.1491526836086399,0.010432809763384565,-0.5617585398811763,-0.6900242083357915,2.954951896179664,4
5913,Security,E7-E9,3,2017,1,2,2,-1,2,1,2,0,1,2,1,2,1,1,2,-1,2,2,2,-2,2,2,2,2,2,2,1,2,2,-1,-1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,9,1,1,2,-1,2,2,2,2,1,2,-2,1,1,2,SAAG,502FD,DCA,17.52532047974879,2.6793119251628656,1.3243255624942343,2.232148013029228,1.1491526836086399,3.3563367482612474,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
5914,Safety,O4-O6,5,2017,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,-1,2,2,1,1,1,2,1,1,1,2,9,1,1,2,2,2,2,2,2,1,2,2,2,2,1,SAAG,502FD,DCA,17.628936568025164,1.3396559625814328,1.3243255624942343,1.7276315059667011,0.5745763418043199,2.847785103232818,1.1235170797623526,1.3220361447556717,2.954951896179664,3
5915,Safety,O4-O6,5,2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,2,1,1,1,1,1,SAAG,502FD,DCA,10.126365264091312,1.3396559625814328,1.3243255624942343,1.116074006514614,1.1491526836086399,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5916,Operator,E4-E6,2,2017,0,1,-2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,-1,-1,2,1,0,2,1,-1,1,0,1,1,1,1,0,2,1,1,1,-1,0,0,1,2,8,-1,1,-1,1,2,1,1,1,-1,-1,1,1,2,1,SAAG,502FD,DCA,8.389564460242774,0.0,-0.021812607647241578,2.232148013029228,0.5745763418043199,-1.0275360998202432,0.5617585398811763,1.954048081175552,2.1872074311961405,0
5917,Operator,E4-E6,2,2017,1,1,0,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-2,-1,1,1,1,-2,-2,0,1,-2,-1,1,-1,1,-1,-2,-2,-1,1,2,1,-2,-1,1,2,-2,1,-1,0,0,0,1,1,2,-2,1,1,1,1,-1,1,-2,-1,1,-1,1,-1,-1,SAAG,502FD,DCA,-1.3239859399464282,0.0,-0.6948816927179795,1.116074006514614,-1.1491526836086399,-1.7492086887715992,0.5617585398811763,-2.012060353091463,2.954951896179664,4
5918,Operator,E1-E3,1,2017,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,SAAG,502FD,DCA,8.301114626944644,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,0.49811883526504486,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5919,NC3,E4-E6,2,2017,2,1,1,1,2,-1,2,1,-1,2,1,1,1,-1,2,-1,0,1,2,1,1,1,0,1,1,1,-1,1,2,1,1,1,0,1,2,2,2,1,0,1,1,-1,1,1,0,0,1,2,8,1,1,1,1,2,1,1,2,1,1,-1,1,2,-1,SAAG,502FD,DCA,12.390758476642223,0.0,1.3243255624942343,1.6205905135771403,0.5745763418043199,2.2577603338000287,-0.5617585398811763,1.3220361447556717,2.2452204130733557,2
5920,Safety,E1-E3,1,2017,0,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,-1,2,1,1,1,1,1,-1,0,1,1,1,2,1,1,1,2,1,9,-1,-1,2,1,1,2,1,1,1,2,1,1,1,1,SAAG,502FD,DCA,10.781394123085732,1.3396559625814328,-1.3243255624942343,1.116074006514614,1.1491526836086399,2.776744788591843,1.1235170797623526,-0.058012271915911184,1.477475948089832,2
5921,Operator,O4-O6,5,2017,2,-1,2,2,2,2,2,2,2,2,-1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,7,2,1,2,2,2,2,2,2,2,2,2,2,1,-1,SAAG,502FD,DCA,18.135138604268164,2.6793119251628656,1.9973946475649722,2.232148013029228,0.5745763418043199,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
5922,Operator,E4-E6,2,2017,0,-1,0,1,1,1,-1,-1,-1,1,1,2,1,2,1,-2,0,2,1,1,1,1,0,2,2,-1,2,1,1,2,2,1,0,2,1,1,2,-1,0,1,-1,2,2,1,1,1,-1,2,8,2,2,1,1,1,1,1,1,0,0,1,1,1,1,SAAG,502FD,DCA,6.224334054818223,1.3396559625814328,2.6486511249884686,1.7276315059667011,0.5745763418043199,-0.010432809763384565,-0.5617585398811763,2.6440722895113433,1.477475948089832,2
5923,Operator,E4-E6,2,2017,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,7,1,1,1,2,2,1,2,1,2,2,2,2,2,2,SAAG,502FD,DCA,15.677715945519463,2.0116107142737327,1.3243255624942343,1.6205905135771403,1.1491526836086399,2.776744788591843,1.1235170797623526,1.954048081175552,2.2452204130733557,2
5924,Safety,E7-E9,3,2017,0,-1,2,2,1,2,2,0,2,1,2,-1,2,2,2,-2,2,1,2,0,2,1,1,1,2,2,2,1,1,-2,-2,2,1,1,2,-1,2,2,1,2,1,1,0,2,0,0,1,1,10,-1,-1,2,1,2,1,1,2,2,1,-2,1,2,-1,SAAG,502FD,DCA,12.452284246773516,0.0,-1.3243255624942343,1.116074006514614,1.1491526836086399,3.3563367482612474,1.1235170797623526,-2.6440722895113433,2.954951896179664,3
5925,Operator,E1-E3,1,2017,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,0,2,1,1,2,0,2,2,1,2,2,2,2,2,1,8,2,1,1,1,1,1,1,2,2,0,1,1,2,1,SAAG,502FD,DCA,14.311946856946609,2.6793119251628656,1.9973946475649722,1.7276315059667011,1.1491526836086399,3.3563367482612474,0.5617585398811763,1.954048081175552,2.954951896179664,3
5926,Maintenance,E4-E6,2,2017,0,2,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,1,0,0,1,-1,0,-1,1,2,1,1,2,0,2,0,1,1,1,0,0,1,2,8,1,-1,-1,1,1,1,1,1,0,0,1,1,1,1,SAAG,502FD,DCA,6.853452536962603,0.0,0.021812607647241578,1.7276315059667011,0.5745763418043199,1.6781683741306237,0.5617585398811763,-0.058012271915911184,2.954951896179664,3
5927,Safety,O1-O3,4,2017,0,2,2,2,2,1,1,2,2,2,-2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,2,2,2,-1,0,2,1,1,2,1,1,1,2,2,8,1,1,2,1,2,2,1,2,1,2,1,1,1,2,SAAG,502FD,DCA,12.640811208276695,1.3396559625814328,1.3243255624942343,2.232148013029228,0.5745763418043199,2.7663119788284583,1.1235170797623526,1.3220361447556717,2.954951896179664,3
5928,Security,O1-O3,4,2017,1,1,2,1,2,2,2,1,2,1,-1,1,-1,1,1,-1,1,1,1,1,-1,2,1,2,1,2,1,2,2,-2,-1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,7,-1,-2,1,-1,2,2,1,2,1,2,-1,-1,1,1,SAAG,502FD,DCA,13.348954951237662,2.0073571734705653,-1.9755820399177306,1.116074006514614,-0.5745763418043199,3.3563367482612474,1.1235170797623526,-1.954048081175552,2.954951896179664,4
5929,Maintenance,E7-E9,3,2017,2,-1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,8,1,1,2,1,2,1,1,2,1,2,1,-1,2,1,SAAG,502FD,DCA,15.27489863668999,1.3396559625814328,1.3243255624942343,1.6205905135771403,1.1491526836086399,2.847785103232818,0.5617585398811763,2.012060353091463,2.954951896179664,3
5930,Safety,E4-E6,2,2017,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0,-2,1,1,-1,0,0,1,1,5,1,1,1,-2,1,-1,-1,1,-1,-1,1,1,-2,-1,SAAG,502FD,DCA,-1.8408387116822322,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,0.7677444649835238,0
5931,Operator,E1-E3,1,2017,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,9,1,1,1,0,1,2,2,2,1,2,2,2,1,2,SAAG,502FD,DCA,14.422658266314548,1.3396559625814328,1.3243255624942343,2.232148013029228,1.1491526836086399,2.2577603338000287,0.5617585398811763,2.6440722895113433,2.954951896179664,3
5932,Operator,E1-E3,1,2017,-2,-2,1,1,-2,-2,-1,2,1,2,2,-1,-1,1,-1,1,-2,-1,1,1,-1,-2,-2,1,1,1,0,-2,-1,-2,1,-1,-1,0,1,-2,-1,1,0,-1,-2,-1,-1,-2,-1,-1,-1,-1,6,-1,-2,-2,1,-1,-2,-2,1,-1,1,1,-2,-1,2,SAAG,502FD,DCA,-13.878583542839882,-1.3396559625814328,-1.9755820399177306,0.3974755146729656,-0.5745763418043199,1.6781683741306237,0.5617585398811763,-0.5739996645039691,0.058012981877215375,1
5933,Operator,E1-E3,1,2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,2.012060353091463,1.477475948089832,0
5934,Maintenance,E4-E6,2,2017,0,1,0,1,1,-1,1,1,1,1,1,2,1,1,1,0,1,2,2,1,1,1,0,1,1,-1,2,1,0,-1,1,1,1,-1,2,1,1,1,2,2,1,-1,0,-1,0,0,0,1,6,-1,-1,1,1,2,1,-1,-1,1,1,1,1,-1,1,SAAG,502FD,DCA,5.884930311817287,0.0,-1.3243255624942343,1.7276315059667011,0.5745763418043199,-1.1696167291021944,0.5617585398811763,0.058012271915911184,2.954951896179664,4
5935,Operator,E4-E6,2,2017,1,2,2,1,-1,2,1,1,1,2,-1,1,1,-1,1,-2,-1,1,1,-2,-2,1,1,1,2,2,1,1,0,0,-2,1,-1,-2,1,1,1,1,1,2,-1,1,2,0,0,0,2,1,6,-1,-2,0,1,2,1,1,1,1,-2,1,-1,1,2,SAAG,502FD,DCA,6.198013450797678,0.0,-1.9755820399177306,1.6205905135771403,-1.1491526836086399,2.776744788591843,0.5617585398811763,-1.380048416671583,2.1872074311961405,2
5936,Operator,E4-E6,2,2017,0,1,2,1,1,1,1,0,1,1,1,2,-1,1,1,1,0,1,1,0,1,1,0,2,1,1,0,0,0,2,2,0,1,0,1,0,1,-2,0,1,1,1,0,1,0,0,1,1,7,1,1,0,0,1,1,0,1,1,1,1,1,-2,1,SAAG,502FD,DCA,6.522573808817453,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,2.1867200191590532,0.5617585398811763,2.6440722895113433,1.477475948089832,0
5937,Operator,E4-E6,2,2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5938,Operator,E7-E9,3,2017,0,1,0,-2,-2,-2,-1,1,1,1,-2,1,-2,-2,-2,-2,-2,1,1,1,-2,1,0,-2,2,-2,1,-1,0,-2,-1,-1,-1,1,1,-1,-2,1,1,1,-2,-2,-2,-1,0,0,1,1,2,-1,-1,-1,-1,-2,-1,-2,-2,1,-1,-1,1,1,-1,SAAG,502FD,DCA,-10.957590678536455,0.0,-1.3243255624942343,1.116074006514614,-1.1491526836086399,-2.3392334582043888,0.5617585398811763,-1.954048081175552,1.477475948089832,1
5939,Maintenance,E4-E6,2,2017,1,1,1,-1,1,2,2,2,1,1,-2,1,1,1,1,-1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,-2,1,1,-1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,8,-2,-1,1,2,1,1,2,2,-1,1,1,1,1,1,SAAG,502FD,DCA,9.840278063117761,1.3396559625814328,-1.9973946475649722,1.7276315059667011,0.5745763418043199,2.847785103232818,0.5617585398811763,-0.7480364802517027,2.954951896179664,3
5940,NC3,E1-E3,1,2017,0,-1,1,1,-2,2,1,1,1,1,1,-1,1,1,-1,0,1,2,-1,1,2,0,0,1,1,1,1,0,0,-1,-1,0,0,-1,1,-1,0,1,0,1,-2,1,0,1,0,0,0,2,5,0,0,0,0,1,1,2,1,1,1,-1,1,-2,1,SAAG,502FD,DCA,1.2411897941020753,0.0,0.0,1.7276315059667011,1.1491526836086399,1.6781683741306237,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
5941,Operator,E4-E6,2,2017,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,7,2,2,2,2,2,2,1,2,2,1,2,2,2,2,SAAG,502FD,DCA,17.481788814651466,2.6793119251628656,2.6486511249884686,2.232148013029228,1.1491526836086399,2.847785103232818,1.1235170797623526,2.6440722895113433,2.954951896179664,3
5942,NC3,E4-E6,2,2017,0,1,1,1,1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,1,-1,-2,-1,0,1,1,1,1,0,-1,-2,-2,0,0,0,0,-2,0,1,0,0,1,2,0,0,0,0,1,1,3,1,1,-1,-1,1,-2,1,1,1,1,1,-1,-1,1,SAAG,502FD,DCA,1.7971354206337127,0.0,1.3243255624942343,1.116074006514614,-1.1491526836086399,1.6781683741306237,-0.5617585398811763,-2.6440722895113433,0.0,1
5943,Maintenance,E4-E6,2,2017,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,-1,1,-1,1,1,1,1,1,1,1,6,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,SAAG,502FD,DCA,7.903128876892037,1.3396559625814328,-0.021812607647241578,1.116074006514614,-0.5745763418043199,1.6781683741306237,0.5617585398811763,0.058012271915911184,2.2452204130733557,2
5944,Operator,E7-E9,3,2017,0,1,-1,1,-1,1,-1,1,1,1,-2,1,-2,-1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,0,0,-2,1,1,1,1,-1,0,1,-2,-2,1,1,0,0,1,1,3,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,SAAG,502FD,DCA,1.5936475206102168,0.0,-0.021812607647241578,1.116074006514614,0.5745763418043199,0.661065084073765,0.5617585398811763,-0.6320119364198803,1.477475948089832,0
5945,Operator,E7-E9,3,2017,1,1,1,1,1,2,1,0,-1,1,1,1,1,2,1,-1,1,1,1,2,1,2,1,1,1,1,1,2,1,-1,-1,1,1,1,0,1,1,2,0,0,1,2,1,1,1,1,1,1,7,-1,1,2,0,1,2,1,1,1,2,1,1,1,1,SAAG,502FD,DCA,10.755061856242104,1.3396559625814328,-0.021812607647241578,1.116074006514614,0.5745763418043199,1.6781683741306237,-0.5617585398811763,-1.3220361447556717,0.0,1
5946,Operator,E4-E6,2,2017,0,1,1,-1,2,2,1,1,-1,2,2,-1,1,2,1,1,0,2,2,1,2,1,0,2,1,1,2,-2,2,1,2,2,2,0,2,0,0,2,0,2,2,1,1,0,2,1,1,1,6,1,2,2,1,2,2,0,1,2,-1,1,1,1,2,SAAG,502FD,DCA,8.4545298626762,2.0073571734705653,1.9755820399177306,2.232148013029228,1.1491526836086399,1.6781683741306237,-0.5617585398811763,2.012060353091463,2.954951896179664,4
